Entity ID,Beginning Date,Ending Date,Agency,Vendor,Vendor ID,Map Projection,Datum,Resolution,Resolution Unit,File Format,Product Type,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
IFSARAK2012N7015W16145_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7015w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.81"N,161°37'32.45"W,70°29'57.87"N,161°50'36.75"W,70°30'48.42"N,161°29'42.37"W,70°15'01.18"N,161°24'36.53"W,70°14'11.27"N,161°45'16.95"W,70.3749471,-161.6256804,70.4994083,-161.8435416,70.51345,-161.4951027,70.2503277,-161.4101472,70.2364638,-161.7547083,IFSARAK2012N7015W16145_01,IFSARAK2012N7015W16145_01
IFSARAK2012N7015W16200_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7015w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.81"N,161°52'32.49"W,70°29'57.04"N,162°05'46.48"W,70°30'49.63"N,161°44'43.25"W,70°15'01.98"N,161°39'26.97"W,70°14'10.06"N,162°00'16.15"W,70.3749471,-161.8756916,70.4991777,-162.0962444,70.5137861,-161.7453471,70.25055,-161.6574916,70.2361277,-162.0044861,IFSARAK2012N7015W16200_01,IFSARAK2012N7015W16200_01
IFSARAK2012N6900W16215_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6900w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.84"N,162°07'32.20"W,69°14'56.13"N,162°20'39.58"W,69°15'52.57"N,161°59'45.39"W,69°00'02.85"N,161°54'32.82"W,68°59'07.08"N,162°15'13.67"W,69.1249554,-162.125611,69.2489249,-162.3443277,69.2646027,-161.9959416,69.0007916,-161.9091166,68.9852999,-162.2537972,IFSARAK2012N6900W16215_01,IFSARAK2012N6900W16215_01
IFSARAK2012N6900W16230_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6900w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.82"N,162°22'32.08"W,69°14'55.24"N,162°35'48.44"W,69°15'53.80"N,162°14'46.38"W,69°00'03.70"N,162°09'23.80"W,68°59'05.84"N,162°30'12.45"W,69.1249499,-162.3755777,69.2486777,-162.5967888,69.2649444,-162.2462166,69.0010277,-162.1566111,68.9849555,-162.5034583,IFSARAK2012N6900W16230_01,IFSARAK2012N6900W16230_01
IFSARAK2012N6900W16245_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6900w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.80"N,162°37'32.17"W,69°14'54.22"N,162°50'57.70"W,69°15'54.94"N,162°29'47.34"W,69°00'04.64"N,162°24'14.80"W,68°59'04.65"N,162°45'11.66"W,69.1249443,-162.6256027,69.2483944,-162.849361,69.2652611,-162.4964833,69.0012888,-162.4041111,68.9846249,-162.7532388,IFSARAK2012N6900W16245_01,IFSARAK2012N6900W16245_01
IFSARAK2012N6900W16300_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6900w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.77"N,162°52'32.24"W,69°14'53.26"N,163°06'06.96"W,69°15'56.17"N,162°44'48.34"W,69°00'05.52"N,162°39'05.76"W,68°59'03.36"N,163°00'10.81"W,69.124936,-162.8756221,69.2481277,-163.1019333,69.2656027,-162.746761,69.0015333,-162.6516,68.9842666,-163.0030027,IFSARAK2012N6900W16300_01,IFSARAK2012N6900W16300_01
IFSARAK2012N6915W16215_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6915w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°22'29.80"N,162°07'32.12"W,69°29'56.10"N,162°20'42.52"W,69°30'52.17"N,161°59'45.15"W,69°15'02.82"N,161°54'29.83"W,69°14'07.44"N,162°15'13.72"W,69.3749443,-162.1255888,69.4989166,-162.3451444,69.5144916,-161.9958749,69.2507833,-161.9082861,69.2353999,-162.2538111,IFSARAK2012N6915W16215_01,IFSARAK2012N6915W16215_01
IFSARAK2012N6915W16230_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6915w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°22'29.79"N,162°22'32.26"W,69°29'55.13"N,162°35'51.70"W,69°30'53.31"N,162°14'46.37"W,69°15'03.75"N,162°09'21.01"W,69°14'06.28"N,162°30'12.77"W,69.3749416,-162.3756277,69.4986471,-162.5976944,69.5148083,-162.2462138,69.2510416,-162.1558361,69.2350777,-162.5035472,IFSARAK2012N6915W16230_01,IFSARAK2012N6915W16230_01
IFSARAK2012N6915W16245_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6915w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°22'29.80"N,162°37'32.16"W,69°29'54.24"N,162°51'00.88"W,69°30'54.56"N,162°29'47.16"W,69°15'04.64"N,162°24'11.70"W,69°14'05.04"N,162°45'11.76"W,69.3749443,-162.6255999,69.4983999,-162.8502444,69.5151555,-162.4964333,69.2512888,-162.40325,69.2347333,-162.7532666,IFSARAK2012N6915W16245_01,IFSARAK2012N6915W16245_01
IFSARAK2012N6915W16300_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6915w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°22'29.81"N,162°52'32.27"W,69°29'53.41"N,163°06'10.08"W,69°30'55.89"N,162°44'48.45"W,69°15'05.46"N,162°39'02.80"W,69°14'03.73"N,163°00'10.70"W,69.3749471,-162.8756304,69.4981694,-163.1028,69.515525,-162.7467916,69.2515166,-162.6507777,69.2343694,-163.0029722,IFSARAK2012N6915W16300_01,IFSARAK2012N6915W16300_01
IFSARAK2012N6930W16215_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6930w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°37'29.81"N,162°07'32.39"W,69°44'56.13"N,162°20'46.09"W,69°45'51.85"N,161°59'45.02"W,69°30'02.83"N,161°54'26.91"W,69°29'07.80"N,162°15'14.33"W,69.6249471,-162.1256638,69.7489249,-162.346136,69.7644027,-161.9958388,69.5007861,-161.907475,69.4854999,-162.2539805,IFSARAK2012N6930W16215_01,IFSARAK2012N6930W16215_01
IFSARAK2012N6930W16230_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6930w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°37'29.82"N,162°22'32.33"W,69°44'55.27"N,162°35'55.19"W,69°45'53.08"N,162°14'46.07"W,69°30'03.69"N,162°09'17.77"W,69°29'06.58"N,162°30'13.15"W,69.6249499,-162.3756471,69.748686,-162.5986638,69.7647444,-162.2461305,69.501025,-162.1549361,69.485161,-162.5036527,IFSARAK2012N6930W16230_01,IFSARAK2012N6930W16230_01
IFSARAK2012N6930W16245_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6930w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°37'29.76"N,162°37'32.44"W,69°44'54.31"N,162°51'04.68"W,69°45'54.27"N,162°29'47.09"W,69°30'04.50"N,162°24'08.58"W,69°29'05.28"N,162°45'12.36"W,69.6249332,-162.6256777,69.7484194,-162.8513,69.765075,-162.4964138,69.50125,-162.4023833,69.4847999,-162.7534333,IFSARAK2012N6930W16245_01,IFSARAK2012N6930W16245_01
IFSARAK2012N6930W16300_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6930w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°37'29.73"N,162°52'32.32"W,69°44'53.29"N,163°06'13.67"W,69°45'55.39"N,162°44'48.08"W,69°30'05.44"N,162°38'59.42"W,69°29'04.10"N,163°00'11.11"W,69.6249249,-162.8756443,69.748136,-163.1037972,69.7653861,-162.7466888,69.5015111,-162.6498388,69.4844721,-163.0030861,IFSARAK2012N6930W16300_01,IFSARAK2012N6930W16300_01
IFSARAK2012N6945W16215_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6945w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°52'29.79"N,162°07'32.27"W,69°59'56.16"N,162°20'49.33"W,70°00'51.52"N,161°59'44.51"W,69°45'02.77"N,161°54'23.54"W,69°44'08.10"N,162°15'14.55"W,69.8749416,-162.1256304,69.9989333,-162.347036,70.0143111,-161.9956971,69.7507694,-161.9065388,69.7355833,-162.2540416,IFSARAK2012N6945W16215_01,IFSARAK2012N6945W16215_01
IFSARAK2012N6945W16230_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6945w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°52'29.80"N,162°22'32.45"W,69°59'55.22"N,162°35'58.73"W,70°00'52.67"N,162°14'45.77"W,69°45'03.70"N,162°09'14.57"W,69°44'06.96"N,162°30'13.64"W,69.8749443,-162.3756804,69.9986721,-162.5996471,70.0146305,-162.2460471,69.7510277,-162.1540472,69.7352666,-162.5037888,IFSARAK2012N6945W16230_01,IFSARAK2012N6945W16230_01
IFSARAK2012N6945W16245_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6945w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°52'29.85"N,162°37'32.37"W,69°59'54.37"N,162°51'08.13"W,70°00'53.96"N,162°29'46.59"W,69°45'04.63"N,162°24'05.11"W,69°44'05.78"N,162°45'12.66"W,69.8749582,-162.6256582,69.998436,-162.8522583,70.0149888,-162.4962749,69.7512861,-162.4014194,69.7349388,-162.7535166,IFSARAK2012N6945W16245_01,IFSARAK2012N6945W16245_01
IFSARAK2012N6945W16300_01,2012/07/27,2012/08/26,USGS,IntermapTechnologiesInc.,ORI_n6945w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°52'29.77"N,162°52'32.45"W,69°59'53.31"N,163°06'17.41"W,70°00'55.03"N,162°44'47.80"W,69°45'05.51"N,162°38'56.06"W,69°44'04.55"N,163°00'11.62"W,69.874936,-162.8756804,69.9981416,-163.1048361,70.0152861,-162.746611,69.7515305,-162.6489055,69.7345971,-163.0032277,IFSARAK2012N6945W16300_01,IFSARAK2012N6945W16300_01
IFSARAK2012N7000W16215_01,2012/07/27,2012/09/03,USGS,IntermapTechnologiesInc.,ORI_n7000w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.83"N,162°07'32.47"W,70°14'56.20"N,162°20'52.69"W,70°15'51.20"N,161°59'44.52"W,70°00'02.83"N,161°54'20.70"W,69°59'08.52"N,162°15'14.89"W,70.1249527,-162.125686,70.2489444,-162.3479694,70.2642222,-161.9956999,70.0007861,-161.90575,69.9856999,-162.2541361,IFSARAK2012N7000W16215_01,IFSARAK2012N7000W16215_01
IFSARAK2012N7000W16230_01,2012/07/27,2012/09/03,USGS,IntermapTechnologiesInc.,ORI_n7000w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.78"N,162°22'32.39"W,70°14'55.21"N,162°36'01.92"W,70°15'52.29"N,162°14'45.52"W,70°00'03.70"N,162°09'11.38"W,69°59'07.34"N,162°30'13.72"W,70.1249388,-162.3756638,70.2486694,-162.6005333,70.264525,-162.2459777,70.0010277,-162.1531611,69.9853721,-162.5038111,IFSARAK2012N7000W16230_01,IFSARAK2012N7000W16230_01
IFSARAK2012N7000W16245_01,2012/07/27,2012/09/03,USGS,IntermapTechnologiesInc.,ORI_n7000w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.76"N,162°37'32.51"W,70°14'54.30"N,162°51'11.61"W,70°15'53.50"N,162°29'46.54"W,70°00'04.54"N,162°24'02.01"W,69°59'06.09"N,162°45'12.94"W,70.1249332,-162.6256971,70.2484166,-162.853225,70.2648611,-162.496261,70.0012611,-162.4005583,69.9850249,-162.7535944,IFSARAK2012N7000W16245_01,IFSARAK2012N7000W16245_01
IFSARAK2012N7015W16215_01,2012/07/27,2012/09/03,USGS,IntermapTechnologiesInc.,ORI_n7015w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.78"N,162°07'32.46"W,70°29'56.17"N,162°20'56.13"W,70°30'50.83"N,161°59'44.07"W,70°15'02.77"N,161°54'17.34"W,70°14'08.81"N,162°15'15.25"W,70.3749388,-162.1256832,70.498936,-162.3489249,70.5141194,-161.9955749,70.2507694,-161.9048166,70.2357805,-162.2542361,IFSARAK2012N7015W16215_01,IFSARAK2012N7015W16215_01
IFSARAK2012N6500W15715_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6500w15715P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'30.05"N,157°07'32.03"W,65°15'08.59"N,157°17'13.14"W,65°15'29.57"N,156°59'36.20"W,64°59'51.02"N,156°57'56.18"W,64°59'30.25"N,157°15'23.34"W,65.1250138,-157.1255638,65.2523861,-157.2869833,65.2582138,-156.9933888,64.9975055,-156.9656055,64.991736,-157.2564833,IFSARAK2012N6500W15715_01,IFSARAK2012N6500W15715_01
IFSARAK2012N6500W15730_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6500w15730P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'30.07"N,157°22'32.04"W,65°15'08.24"N,157°32'21.38"W,65°15'31.07"N,157°14'36.56"W,64°59'51.39"N,157°12'48.04"W,64°59'28.78"N,157°30'23.01"W,65.1250193,-157.3755666,65.2522888,-157.5392721,65.2586305,-157.2434888,64.9976083,-157.2133444,64.9913277,-157.5063916,IFSARAK2012N6500W15730_01,IFSARAK2012N6500W15730_01
IFSARAK2012N6500W15745_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6500w15745P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'30.04"N,157°37'31.84"W,65°15'07.90"N,157°47'29.41"W,65°15'32.60"N,157°29'36.72"W,64°59'51.65"N,157°27'39.67"W,64°59'27.19"N,157°45'22.42"W,65.125011,-157.625511,65.2521944,-157.7915027,65.2590555,-157.4935333,64.9976805,-157.4610194,64.990886,-157.7562277,IFSARAK2012N6500W15745_01,IFSARAK2012N6500W15745_01
IFSARAK2012N6500W15800_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6500w15800P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'30.03"N,157°52'32.01"W,65°15'07.40"N,158°02'37.62"W,65°15'34"N,157°44'37.46"W,64°59'52.11"N,157°42'31.88"W,64°59'25.77"N,158°00'22.02"W,65.1250082,-157.8755582,65.2520555,-158.0437833,65.2594444,-157.7437388,64.9978083,-157.7088555,64.9904916,-158.0061166,IFSARAK2012N6500W15800_01,IFSARAK2012N6500W15800_01
IFSARAK2012N6515W15715_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6515w15715P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'30.04"N,157°07'32.09"W,65°30'08.71"N,157°17'14.56"W,65°30'29.55"N,156°59'35.81"W,65°14'50.90"N,156°57'54.94"W,65°14'30.27"N,157°15'23.81"W,65.375011,-157.1255804,65.5024194,-157.2873777,65.5082083,-156.9932805,65.2474721,-156.9652611,65.2417416,-157.2566138,IFSARAK2012N6515W15715_01,IFSARAK2012N6515W15715_01
IFSARAK2012N6515W15730_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6515w15730P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.99"N,157°22'31.88"W,65°30'08.21"N,157°32'22.45"W,65°30'30.88"N,157°14'36.13"W,65°14'51.27"N,157°12'46.71"W,65°14'28.82"N,157°30'23.06"W,65.3749971,-157.3755221,65.5022805,-157.5395694,65.5085777,-157.2433694,65.2475749,-157.212975,65.2413388,-157.5064055,IFSARAK2012N6515W15730_01,IFSARAK2012N6515W15730_01
IFSARAK2012N6515W15745_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6515w15745P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'30.05"N,157°37'32.05"W,65°30'07.89"N,157°47'30.92"W,65°30'32.42"N,157°29'36.67"W,65°14'51.69"N,157°27'38.65"W,65°14'27.40"N,157°45'22.86"W,65.3750138,-157.6255693,65.5021916,-157.7919221,65.5090055,-157.4935194,65.2476916,-157.4607361,65.2409444,-157.75635,IFSARAK2012N6515W15745_01,IFSARAK2012N6515W15745_01
IFSARAK2012N6515W15800_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6515w15800P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'30.07"N,157°52'32.02"W,65°30'07.43"N,158°02'39.18"W,65°30'33.85"N,157°44'37.01"W,65°14'52.18"N,157°42'30.39"W,65°14'26.02"N,158°00'22.45"W,65.3750193,-157.875561,65.5020638,-158.0442166,65.5094027,-157.7436138,65.2478277,-157.7084416,65.240561,-158.0062361,IFSARAK2012N6515W15800_01,IFSARAK2012N6515W15800_01
IFSARAK2012N6530W15715_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6530w15715P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'30.05"N,157°07'31.90"W,65°45'08.62"N,157°17'15.54"W,65°45'29.31"N,156°59'35.35"W,65°29'51.01"N,156°57'53.65"W,65°29'30.53"N,157°15'23.87"W,65.6250138,-157.1255277,65.7523944,-157.2876499,65.7581416,-156.9931527,65.4975027,-156.9649027,65.4918138,-157.2566305,IFSARAK2012N6530W15715_01,IFSARAK2012N6530W15715_01
IFSARAK2012N6530W15730_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6530w15730P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'30.07"N,157°22'32.07"W,65°45'08.29"N,157°32'23.88"W,65°45'30.79"N,157°14'36.06"W,65°29'51.37"N,157°12'45.71"W,65°29'29.09"N,157°30'23.49"W,65.6250193,-157.3755749,65.7523027,-157.5399666,65.7585527,-157.2433499,65.4976027,-157.2126972,65.4914138,-157.506525,IFSARAK2012N6530W15730_01,IFSARAK2012N6530W15730_01
IFSARAK2012N6530W15745_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6530w15745P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.99"N,157°37'32.01"W,65°45'07.83"N,157°47'32"W,65°45'32.18"N,157°29'36.55"W,65°29'51.65"N,157°27'37.54"W,65°29'27.54"N,157°45'22.86"W,65.6249971,-157.6255582,65.752175,-157.7922221,65.7589388,-157.493486,65.4976805,-157.4604277,65.4909833,-157.75635,IFSARAK2012N6530W15745_01,IFSARAK2012N6530W15745_01
IFSARAK2012N6530W15800_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6530w15800P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'30.05"N,157°52'31.95"W,65°45'07.41"N,158°02'40.31"W,65°45'33.63"N,157°44'36.86"W,65°29'52.16"N,157°42'29.19"W,65°29'26.20"N,158°00'22.42"W,65.6250138,-157.8755416,65.7520583,-158.0445305,65.7593416,-157.7435721,65.4978221,-157.7081083,65.490611,-158.0062277,IFSARAK2012N6530W15800_01,IFSARAK2012N6530W15800_01
IFSARAK2012N6545W15715_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6545w15715P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'30.02"N,157°07'32.06"W,66°00'08.66"N,157°17'16.89"W,66°00'29.20"N,156°59'35.24"W,65°44'50.91"N,156°57'52.67"W,65°44'30.58"N,157°15'24.25"W,65.8750054,-157.1255721,66.0024055,-157.2880249,66.0081111,-156.9931221,65.7474749,-156.9646305,65.7418277,-157.2567361,IFSARAK2012N6545W15715_01,IFSARAK2012N6545W15715_01
IFSARAK2012N6545W15730_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6545w15730P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'30.04"N,157°22'32.20"W,66°00'08.34"N,157°32'25.28"W,66°00'30.69"N,157°14'35.92"W,65°44'51.27"N,157°12'44.63"W,65°44'29.15"N,157°30'23.84"W,65.875011,-157.375611,66.0023166,-157.5403555,66.008525,-157.243311,65.7475749,-157.2123972,65.7414305,-157.5066222,IFSARAK2012N6545W15730_01,IFSARAK2012N6545W15730_01
IFSARAK2012N6545W15745_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6545w15745P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'30.06"N,157°37'32.12"W,66°00'07.91"N,157°47'33.45"W,66°00'32.09"N,157°29'36.39"W,65°44'51.72"N,157°27'36.38"W,65°44'27.78"N,157°45'23.20"W,65.8750166,-157.6255888,66.0021972,-157.7926249,66.0089138,-157.4934416,65.7476999,-157.4601055,65.7410499,-157.7564444,IFSARAK2012N6545W15745_01,IFSARAK2012N6545W15745_01
IFSARAK2012N6545W15800_01,2012/07/30,2012/08/24,USGS,IntermapTechnologiesInc.,ORI_n6545w15800P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.98"N,157°52'32.01"W,66°00'07.36"N,158°02'41.78"W,66°00'33.40"N,157°44'36.65"W,65°44'52.09"N,157°42'27.91"W,65°44'26.31"N,158°00'22.71"W,65.8749943,-157.8755582,66.0020444,-158.0449388,66.0092777,-157.7435138,65.7478027,-157.7077527,65.7406416,-158.0063083,IFSARAK2012N6545W15800_01,IFSARAK2012N6545W15800_01
IFSARAK2012N6900W16315_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6900w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.84"N,163°07'32.13"W,69°14'52.39"N,163°21'15.81"W,69°15'57.49"N,162°59'49.39"W,69°00'06.50"N,162°53'56.76"W,68°59'02.18"N,163°15'09.53"W,69.1249554,-163.1255916,69.247886,-163.3543916,69.2659694,-162.9970527,69.0018055,-162.8990999,68.9839388,-163.2526472,IFSARAK2012N6900W16315_01,IFSARAK2012N6900W16315_01
IFSARAK2012N6900W16330_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6900w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.80"N,163°22'32.23"W,69°14'51.39"N,163°36'25.07"W,69°15'58.72"N,163°14'50.45"W,69°00'07.41"N,163°08'47.76"W,68°59'00.88"N,163°30'08.66"W,69.1249443,-163.3756193,69.2476083,-163.6069638,69.2663111,-163.2473471,69.0020583,-163.1465999,68.9835777,-163.5024055,IFSARAK2012N6900W16330_01,IFSARAK2012N6900W16330_01
IFSARAK2012N6900W16345_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6900w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.78"N,163°37'32.13"W,69°14'50.31"N,163°51'33.88"W,69°15'59.87"N,163°29'51.52"W,69°00'08.42"N,163°23'38.83"W,68°58'59.69"N,163°45'07.39"W,69.1249388,-163.6255916,69.2473083,-163.8594111,69.2666305,-163.4976444,69.0023388,-163.3941194,68.9832471,-163.7520527,IFSARAK2012N6900W16345_01,IFSARAK2012N6900W16345_01
IFSARAK2012N6900W16400_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6900w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°07'29.75"N,163°52'32.08"W,69°14'49.28"N,164°06'42.76"W,69°16'01.11"N,163°44'52.69"W,69°00'09.36"N,163°38'29.91"W,68°58'58.40"N,164°00'06.12"W,69.1249304,-163.8755777,69.2470221,-164.1118777,69.2669749,-163.7479694,69.0026,-163.6416416,68.9828888,-164.0017,IFSARAK2012N6900W16400_01,IFSARAK2012N6900W16400_01
IFSARAK2012N6915W16315_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6915w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°22'29.76"N,163°07'32.13"W,69°29'52.33"N,163°21'19.17"W,69°30'57.02"N,162°59'49.22"W,69°15'06.40"N,162°53'53.49"W,69°14'02.51"N,163°15'09.64"W,69.3749332,-163.1255916,69.4978694,-163.355325,69.5158388,-162.9970055,69.2517777,-162.8981916,69.2340305,-163.2526777,IFSARAK2012N6915W16315_01,IFSARAK2012N6915W16315_01
IFSARAK2012N6915W16330_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6915w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°22'29.78"N,163°22'32.25"W,69°29'51.33"N,163°36'28.31"W,69°30'58.21"N,163°14'50.51"W,69°15'07.44"N,163°08'44.69"W,69°14'01.37"N,163°30'08.62"W,69.3749388,-163.3756249,69.4975916,-163.6078638,69.5161694,-163.2473638,69.2520666,-163.1457471,69.2337138,-163.5023944,IFSARAK2012N6915W16330_01,IFSARAK2012N6915W16330_01
IFSARAK2012N6930W16315_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6930w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°37'29.80"N,163°07'32.45"W,69°44'52.34"N,163°21'23.14"W,69°45'56.63"N,162°59'49.13"W,69°30'06.50"N,162°53'50.30"W,69°29'03"N,163°15'10.34"W,69.6249443,-163.1256804,69.7478721,-163.3564277,69.7657305,-162.9969805,69.5018055,-162.8973055,69.4841666,-163.2528722,IFSARAK2012N6930W16315_01,IFSARAK2012N6930W16315_01
IFSARAK2012N6945W16315_01,2012/07/30,2012/09/02,USGS,IntermapTechnologiesInc.,ORI_n6945w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,69°52'29.73"N,163°07'32.31"W,69°59'52.34"N,163°21'26.73"W,70°00'56.24"N,162°59'48.59"W,69°45'06.38"N,162°53'46.54"W,69°44'03.27"N,163°15'10.54"W,69.8749249,-163.1256416,69.9978721,-163.357425,70.0156222,-162.9968305,69.7517722,-162.896261,69.7342416,-163.2529277,IFSARAK2012N6945W16315_01,IFSARAK2012N6945W16315_01
